variable_id,variable_name,css_name,source,rule_id,selector,property,value,important,conditions,page_candidates,native_style,component_candidates,status,candidate_mapping_status,native_style_id
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-ab747a3306f8,.foto-osoblje,border-radius,var(--zakrivljenost),False,[],"[""/su-di-noi/i-nostri-specialisti""]","[{""id"": ""486018b6-0a3c-4936-e7bb-d29370e4a61a"", ""name"": ""Foto-osoblje"", ""isComboClass"": false}]",[],extracted,derived,
variable-dbdd3ccf-b77c-6a3e-60b2-7e92aed7de59,siva-crta,--siva-crta,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-165d0c8b2326,.div-block-33,border-top,1px solid var(--siva-crta),False,[],"[""/informazioni/listino-prezzi""]","[{""id"": ""93b5b22b-9068-e7ee-8244-5ce1baed922c"", ""name"": ""Div Block 33"", ""isComboClass"": false}]",[],extracted,derived,
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-142d217b5a3a,.cjenik-kartica,border-radius,var(--zakrivljenost),False,[],"[""/informazioni/listino-prezzi""]","[{""id"": ""92aa3c53-e447-c2e9-0d9e-30e3694ed8cd"", ""name"": ""Cjenik kartica"", ""isComboClass"": false}]",[],extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-142d217b5a3a,.cjenik-kartica,background-color,var(--bijela),False,[],"[""/informazioni/listino-prezzi""]","[{""id"": ""92aa3c53-e447-c2e9-0d9e-30e3694ed8cd"", ""name"": ""Cjenik kartica"", ""isComboClass"": false}]",[],extracted,derived,
variable-dbdd3ccf-b77c-6a3e-60b2-7e92aed7de59,siva-crta,--siva-crta,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-79e9b07b9954,.cijen-crta,border-left,1px solid var(--siva-crta),False,[],"[""/informazioni/listino-prezzi""]","[{""id"": ""db161970-9533-e7e8-8c08-8f3e28d079a1"", ""name"": ""cijen-crta"", ""isComboClass"": false}]",[],extracted,derived,
variable-dbdd3ccf-b77c-6a3e-60b2-7e92aed7de59,siva-crta,--siva-crta,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-060d55e8b415,.link-block-2,border-bottom,1px none var(--siva-crta),False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""f8fe9f49-a331-9263-c011-8df023718a3d"", ""name"": ""Link Block 2"", ""isComboClass"": false}]","[{""id"": ""cdb4010a-fc4d-930a-8493-bc7524d3344d"", ""name"": ""Footer""}]",extracted,derived,
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-060d55e8b415,.link-block-2,color,var(--crna),False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""f8fe9f49-a331-9263-c011-8df023718a3d"", ""name"": ""Link Block 2"", ""isComboClass"": false}]","[{""id"": ""cdb4010a-fc4d-930a-8493-bc7524d3344d"", ""name"": ""Footer""}]",extracted,derived,
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-cdb4f480a716,.ikona-bullet,color,var(--svijetla-call),False,[],"[""/informazioni/prima-visita-gratuita"", ""/su-di-noi/materiali-e-apparecchiature"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""58eca4d8-7aed-761a-9fa7-1712592398b6"", ""name"": ""ikona-bullet"", ""isComboClass"": false}]","[{""id"": ""587b085b-0eb5-6f0e-763d-212fecd904e0"", ""name"": ""Section Benvenuti""}]",extracted,derived,
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-66a1f6cc3025,.kontakt-kartica,border-radius,var(--zakrivljenost),False,[],"[""/contatti""]","[{""id"": ""06737177-1bde-af44-61bf-5389a642a9aa"", ""name"": ""Kontakt kartica"", ""isComboClass"": false}]",[],extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-66a1f6cc3025,.kontakt-kartica,background-color,var(--bijela),False,[],"[""/contatti""]","[{""id"": ""06737177-1bde-af44-61bf-5389a642a9aa"", ""name"": ""Kontakt kartica"", ""isComboClass"": false}]",[],extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-b6357e8ae79e,.link-block-5,color,var(--tamana-call),False,[],"[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""347320b4-15d1-586f-1a25-4f13c10832c0"", ""name"": ""Link Block 5"", ""isComboClass"": false}, {""id"": ""92c87624-3f96-909a-dd83-bb3df19119ea"", ""name"": ""Link-Block-5"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}, {""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-b6357e8ae79e,.link-block-5,-webkit-text-decoration-color,var(--tamana-call),False,[],"[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""347320b4-15d1-586f-1a25-4f13c10832c0"", ""name"": ""Link Block 5"", ""isComboClass"": false}, {""id"": ""92c87624-3f96-909a-dd83-bb3df19119ea"", ""name"": ""Link-Block-5"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}, {""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-b6357e8ae79e,.link-block-5,text-decoration-color,var(--tamana-call),False,[],"[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""347320b4-15d1-586f-1a25-4f13c10832c0"", ""name"": ""Link Block 5"", ""isComboClass"": false}, {""id"": ""92c87624-3f96-909a-dd83-bb3df19119ea"", ""name"": ""Link-Block-5"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}, {""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}]",extracted,derived,
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-293ffbe75bdf,.podebljano,color,var(--svijetla-call),False,[],"[""/""]","[{""id"": ""335026e0-c948-5dab-bf15-9cc094fc967d"", ""name"": ""Podebljano"", ""isComboClass"": false}]",[],extracted,derived,
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-fcae5f607ba8,.home-service-card-hp,border-bottom,10px none var(--svijetla-call),False,[],"[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""41d6e746-c5aa-82ea-5572-40575c7ada6d"", ""name"": ""Home Service Card HP"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}]",extracted,derived,
variable-4a7968e2-7904-2751-1793-11f0211814b6,Svjetlija plava,--svjetlija-plava,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-fcae5f607ba8,.home-service-card-hp,border-left,10px solid var(--svjetlija-plava),False,[],"[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""41d6e746-c5aa-82ea-5572-40575c7ada6d"", ""name"": ""Home Service Card HP"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}]",extracted,derived,
variable-c91afa07-c094-dcd9-4b58-ef280f217e72,Siva crta transparent,--siva-crta-transparent,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-c8220029464d,.breadcrumb-conteiner,border-bottom,1px solid var(--siva-crta-transparent),False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""0f2c126f-bb91-c8b3-44ca-a08aee18d429"", ""name"": ""Breadcrumb conteiner"", ""isComboClass"": false}]","[{""id"": ""f3f8c56e-d796-023f-a4b1-8dfd0576aa9e"", ""name"": ""Breadcrumb""}]",extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-c8220029464d,.breadcrumb-conteiner,background-color,var(--bijela),False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""0f2c126f-bb91-c8b3-44ca-a08aee18d429"", ""name"": ""Breadcrumb conteiner"", ""isComboClass"": false}]","[{""id"": ""f3f8c56e-d796-023f-a4b1-8dfd0576aa9e"", ""name"": ""Breadcrumb""}]",extracted,derived,
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-c8220029464d,.breadcrumb-conteiner,color,var(--crna),False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""0f2c126f-bb91-c8b3-44ca-a08aee18d429"", ""name"": ""Breadcrumb conteiner"", ""isComboClass"": false}]","[{""id"": ""f3f8c56e-d796-023f-a4b1-8dfd0576aa9e"", ""name"": ""Breadcrumb""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-bbd568f4b2f4,.sjena-lijevo,background-image,"linear-gradient(90deg, var(--tamana-call), #fff0 65%, #fff0)",False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""1fb93f9a-7c44-fc7a-d7fa-3eda1d02a7cd"", ""name"": ""sjena-lijevo"", ""isComboClass"": false}]","[{""id"": ""9451505b-5015-c534-40e8-5413c82b759b"", ""name"": ""Zaglavlje detaljna""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-7def38b94dbb,.text-block-17,color,var(--tamana-call),False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""773c12ea-a701-3f23-b549-1fd5bfba7ce1"", ""name"": ""Text Block 17"", ""isComboClass"": false}]","[{""id"": ""82b2ce1d-fc74-8408-a46c-893c2f6ef824"", ""name"": ""navigacija""}]",extracted,derived,
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-04a4952d5931,.bold-text-5,color,var(--svijetla-call),False,[],"[""/""]","[{""id"": ""3011f17e-8198-9369-723c-c251e2eae529"", ""name"": ""Bold Text 5"", ""isComboClass"": false}]",[],extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-a9b5fc7060ac,.link-svijetli,color,var(--bijela),False,[],"[""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""036a69e1-beed-1b57-7c49-a54bb530f9e8"", ""name"": ""Link svijetli"", ""isComboClass"": false}]",[],extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-a26bd4cfbae5,.link-svijetli-naslov,color,var(--bijela),False,[],[],"[{""id"": ""86cf4307-a54e-f12c-2d09-35a43c18c35a"", ""name"": ""Link svijetli naslov"", ""isComboClass"": false}]",[],extracted,derived,
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-79b8f4f0e2b5,.ikona-bullet-large,color,var(--svijetla-call),False,[],"[""/""]","[{""id"": ""2bf4dd84-0694-dbd3-c624-8a7964e32e4b"", ""name"": ""ikona-bullet large"", ""isComboClass"": false}]","[{""id"": ""587b085b-0eb5-6f0e-763d-212fecd904e0"", ""name"": ""Section Benvenuti""}]",extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-48c44db875a1,.primary-button-left-block,border-right-color,var(--bijela),False,"[""screen and (min-width: 1920px)""]","[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""e6e85a02-c3d6-08eb-5df3-a2c1c099f214"", ""name"": ""Primary Button Left Block"", ""isComboClass"": false}]","[{""id"": ""a6383e85-b972-e425-5602-e5554d54c939"", ""name"": ""banner-card""}, {""id"": ""587b085b-0eb5-6f0e-763d-212fecd904e0"", ""name"": ""Section Benvenuti""}, {""id"": ""c5b4d3d6-9300-613f-7c22-f4b3d5b0c351"", ""name"": ""Section Testimonianze""}, {""id"": ""4e75e80f-18e3-7eb0-519d-3b33dc5a3c5c"", ""name"": ""Section Informazioni""}, {""id"": ""2218f1d9-b81b-56c5-3884-620b224831a9"", ""name"": ""Section FAQ""}, {""id"": ""b3f8e1d2-757e-d6a0-6dbb-b11ab1a23dc2"", ""name"": ""Section Contatti""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-e3edd1b04ad2,.primary-button-2:hover,background-color,var(--tamana-call),False,"[""screen and (min-width: 1920px)""]",[],[],[],extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-e3edd1b04ad2,.primary-button-2:hover,color,var(--bijela),False,"[""screen and (min-width: 1920px)""]",[],[],[],extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-e48b6972d000,.banner-section.hero,background-color,var(--tamana-call),False,"[""screen and (max-width: 991px)""]","[""/""]","[{""id"": ""502e717e-6870-a4bc-00aa-0f9441d13e7c"", ""name"": ""hero"", ""isComboClass"": true}]",[],extracted,derived,
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-ff2ce7bd827d,.image-burger,color,var(--svijetla-call),False,"[""screen and (max-width: 991px)""]","[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""e6e85a02-c3d6-08eb-5df3-a2c1c099f201"", ""name"": ""Image Burger"", ""isComboClass"": false}]","[{""id"": ""82b2ce1d-fc74-8408-a46c-893c2f6ef824"", ""name"": ""navigacija""}]",extracted,derived,
