status,category,page,locale,node,text,source,href
extracted,contact-or-sedation-link,/informativa-sulla-privacy,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/6a97db259aad9ee4bb4bd328.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informativa-sulla-privacy,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/6a97db259aad9ee4bb4bd328.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informativa-sulla-privacy,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/6a97db259aad9ee4bb4bd328.html,tel:800174206
extracted,contact-or-sedation-link,/informativa-sulla-privacy,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/6a97db259aad9ee4bb4bd328.html,tel:+38551688380
extracted,contact-or-sedation-link,/informativa-sulla-privacy,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/6a97db259aad9ee4bb4bd328.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informativa-sulla-privacy,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/6a97db259aad9ee4bb4bd328.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>div:nth-of-type(3)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>p:nth-of-type(1)>a:nth-of-type(1),800 174 206,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,
extracted,contact,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,
extracted,contact,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,
extracted,contact-or-sedation-link,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>div:nth-of-type(3)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>p:nth-of-type(1)>a:nth-of-type(1),800 174 206,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni-per-pazienti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/6a8d7da66a4b3462ca3f0a23.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,distance,/chi-siamo,it,dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(3)>div:nth-of-type(2)>div:nth-of-type(1)>p:nth-of-type(1),"Siamo a Rijeka (Fiume), in Croazia, a soli 60 km da Trieste. Trasferimento gratuito.",raw/published/html/6a8d7da585ba860c0b521829.html,
extracted,contact,/chi-siamo,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/6a8d7da585ba860c0b521829.html,
extracted,contact,/chi-siamo,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/6a8d7da585ba860c0b521829.html,
extracted,contact-or-sedation-link,/chi-siamo,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/6a8d7da585ba860c0b521829.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/chi-siamo,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/6a8d7da585ba860c0b521829.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/chi-siamo,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/6a8d7da585ba860c0b521829.html,tel:800174206
extracted,contact-or-sedation-link,/chi-siamo,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/6a8d7da585ba860c0b521829.html,tel:+38551688380
extracted,contact-or-sedation-link,/chi-siamo,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/6a8d7da585ba860c0b521829.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/chi-siamo,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/6a8d7da585ba860c0b521829.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,price,/prestazioni-dentali,it,dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1),Prezzo fisso a 2.990 €,raw/published/html/6a8d7da5fff15c0449d670e2.html,
extracted,price,/prestazioni-dentali,it,dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1),Prezzo fisso a 4.990 €,raw/published/html/6a8d7da5fff15c0449d670e2.html,
extracted,price,/prestazioni-dentali,it,dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(3)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>strong:nth-of-type(1),Prezzo fisso a 250 €,raw/published/html/6a8d7da5fff15c0449d670e2.html,
extracted,price,/prestazioni-dentali,it,dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1),A partire da 220 €,raw/published/html/6a8d7da5fff15c0449d670e2.html,
extracted,contact,/prestazioni-dentali,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/6a8d7da5fff15c0449d670e2.html,
extracted,contact,/prestazioni-dentali,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/6a8d7da5fff15c0449d670e2.html,
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/6a8d7da5fff15c0449d670e2.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(2)>div:nth-of-type(1)>a:nth-of-type(1),Sedazione cosciente,raw/published/html/6a8d7da5fff15c0449d670e2.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(2)>div:nth-of-type(2)>a:nth-of-type(1),↗,raw/published/html/6a8d7da5fff15c0449d670e2.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/6a8d7da5fff15c0449d670e2.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/6a8d7da5fff15c0449d670e2.html,tel:800174206
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/6a8d7da5fff15c0449d670e2.html,tel:+38551688380
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/6a8d7da5fff15c0449d670e2.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/prestazioni-dentali,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/6a8d7da5fff15c0449d670e2.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/informazioni/trasporto,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/696f4a9a3d82954cb43ac683.html,
extracted,contact,/informazioni/trasporto,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/696f4a9a3d82954cb43ac683.html,
extracted,contact-or-sedation-link,/informazioni/trasporto,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/696f4a9a3d82954cb43ac683.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/trasporto,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/696f4a9a3d82954cb43ac683.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/trasporto,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/696f4a9a3d82954cb43ac683.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni/trasporto,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/696f4a9a3d82954cb43ac683.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni/trasporto,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/696f4a9a3d82954cb43ac683.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni/trasporto,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/696f4a9a3d82954cb43ac683.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/informazioni/alloggio,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/696f49d7f343717fcadfcf28.html,
extracted,contact,/informazioni/alloggio,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/696f49d7f343717fcadfcf28.html,
extracted,contact-or-sedation-link,/informazioni/alloggio,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/696f49d7f343717fcadfcf28.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/alloggio,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/696f49d7f343717fcadfcf28.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/alloggio,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/696f49d7f343717fcadfcf28.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni/alloggio,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/696f49d7f343717fcadfcf28.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni/alloggio,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/696f49d7f343717fcadfcf28.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni/alloggio,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/696f49d7f343717fcadfcf28.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/testimonianze,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/69679710d4037ebd0cbb9df2.html,
extracted,contact,/testimonianze,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/69679710d4037ebd0cbb9df2.html,
extracted,contact-or-sedation-link,/testimonianze,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/69679710d4037ebd0cbb9df2.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/testimonianze,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/69679710d4037ebd0cbb9df2.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/testimonianze,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/69679710d4037ebd0cbb9df2.html,tel:800174206
extracted,contact-or-sedation-link,/testimonianze,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/69679710d4037ebd0cbb9df2.html,tel:+38551688380
extracted,contact-or-sedation-link,/testimonianze,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/69679710d4037ebd0cbb9df2.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/testimonianze,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/69679710d4037ebd0cbb9df2.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/contatti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba898.html,
extracted,contact,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba898.html,
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba898.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(1),800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:800174206
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(1),+385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:+38551688380
